,Name,Middle Name,Department,Phone,Phone mobile,Account number,Address,Address 1: Address Type,Address 1: City,Address 1: Fax,Address 1: Name,Address 1: Phone,Address 1: Post Office Box,Address 1: Street 1,Address 1: Street 2,Address 1: Street 3,Address 1: Telephone 2,Address 1: Telephone 3,Address 1: UPS Zone,Address 1: UTC Offset,Address 1: ZIP/Postal Code,Address 2,Address 2: Address Type,Address 2: City,Address 2: Country/Region,Address 2: County,Address 2: Fax,Address 2: Name,Address 2: State/Province,Address 2: Street 1,Address 2: Street 2,Address 2: Street 3,Address 2: Telephone 1,Address 2: Telephone 2,Address 2: Telephone 3,Address 2: ZIP/Postal Code,Address 3: Telephone3,Address 3: UPS Zone,Assistant,Assistant Phone,Back Office Customer,Bank account,Bank information,Business Phone 2,Callback Number,card number,chekad account type,chekad account type1,Company Name,Company Phone,Description,Email,Fax,First Name,Hold Sync,Home Phone,Home Phone 2,Last Name,Ledger,Manager,Manager Phone,Marital Status,Marketing Only,Note,Note2,Note3,Note4,Note5,Note6,phon2,phone1,Role,ROO,sex,sheba number,Telephone 3
,مجید نوروزی خوازانی,,,0,09121936576,,"تهران-آدرس 2 (پستی ) : تهران، بعد از شهرک صنعتی چهار دانگه، ،شاطره، ابتدای خیابان بستنی دومینو، سمت چپ، پلاک 2  [ ]  آدرس 1 : تهران، قلهک، خیابان دوست، نبش دیباجی، پلاک 7، طبقه 3
تهران, تهران 3318753433",,تهران,,,,," تهران-آدرس 2 (پستی ) : تهران، بعد از شهرک صنعتی چهار دانگه، ،شاطره، ابتدای خیابان بستنی دومینو، سمت چپ، پلاک 2  [ ]  آدرس 1 : تهران، قلهک، خیابان دوست، نبش دیباجی، پلاک 7، طبقه 3",,,,,,,3318753433,,Default Value,,,,,,,,,,,,,,,,سرکار خانم مجید نوروزی خوازانی,09121936576,No,,,,,,Business audience,Non-commercial audience,,,,,0,مجید,No,0,0,,,مجید نوروزی خوازانی,09121936576,,No,,,,,,,,,,,آقا,,0
,مجیدی,,,0,09124197837,,"تهران-گیشا، خیابان دوم، پلاک 16، واحد 5
تهران, تهران",,تهران,,,,," تهران-گیشا، خیابان دوم، پلاک 16، واحد 5",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای مجیدی,09124197837,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, مجیدی,09124197837,,No,,,,,,,,,,,آقا,,0
,مجیدیان,,ترموکالر,02144500560,,,"تهران-جاده مخصوص کرج، کیلومتر 9، روبروی شهاب خودرو، خیابان نخ زرین، ساختمان ایران زمین، پلاک 13
تهران, تهران",,تهران,,,,," تهران-جاده مخصوص کرج، کیلومتر 9، روبروی شهاب خودرو، خیابان نخ زرین، ساختمان ایران زمین، پلاک 13",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021044500561,,No,02144525635,0,ترموکالر,, مجیدیان,,,No,,,,,,,,,,,آقا,,0
,محبوب,,,02122048058,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محبوب,,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محبوب,,,No,,,,,,,,,,,آقا,,0
,محبوبی,,رزین قطعه سازان پارت,0,09360936903,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,رزین قطعه سازان پارت,, محبوبی,,,No,,,,,,,,,,,آقا,,0
,محجوبی,,,0,09124197837,,"تهران-گیشا، خیابان دوم، پلاک 16، واحد 5
تهران, تهران",,تهران,,,,," تهران-گیشا، خیابان دوم، پلاک 16، واحد 5",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محجوبی,09124197837,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محجوبی,09124197837,,No,,,,,,,,,,,آقا,,0
,محرابی,,,02633306237,,,"البرز-کرج-بالاتر از چهار راه طالقانی، ابتدای بلوار ماهان، نبش بلوار، بالای مانتو گوهران، طبقه دوم واحد 3
کرج, البرز",,کرج,,,,," البرز-کرج-بالاتر از چهار راه طالقانی، ابتدای بلوار ماهان، نبش بلوار، بالای مانتو گوهران، طبقه دوم واحد 3",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محرابی,,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محرابی,,,No,,,,,,,,,,,آقا,,0
,محرری,,,0,09121340841,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محرری,09121340841,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محرری,09121340841,,No,,,,,,,,,,,آقا,,0
,محرومی,,,0,09125508129,,"تهران-پل چوبی،  خیابان سپاه جنوبی،  نرسیده به میدان سپاه،  ابتدای خیابان زیبا،  پلاک 47 درب سمت راست
تهران, تهران",,تهران,,,,," تهران-پل چوبی،  خیابان سپاه جنوبی،  نرسیده به میدان سپاه،  ابتدای خیابان زیبا،  پلاک 47 درب سمت راست",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محرومی,09125508129,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محرومی,09125508129,,No,,,,,,,,,,,آقا,,0
,محسن براتی,,,0,09337301389,,"آدرس 1(پستی) : مرکزی، اراک، انتهای خیابان امام، بلوار واشقانی فراهانی(55 متری)،مجتمع دانشگاهی، بلوکA،طبقه 4،واحد8
8941847749",,,,,,,"آدرس 1(پستی) : مرکزی، اراک، انتهای خیابان امام، بلوار واشقانی فراهانی(55 متری)،مجتمع دانشگاهی، بلوکA،طبقه 4،واحد8",,,,,,,8941847749,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محسن براتی,09337301389,No,,,,,,Business audience,Non-commercial audience,,,,,0,محسن,No,0,0,,,محسن براتی,09337301389,,No,,,,,,,,,,,آقا,,0
,محسن درخشنده فر,,,07137390589,09021857582,,"آدرس 1(پستی) : شیراز،  بلوار دلاوران بسیج،خیابان ابالفضل، کوچه 15 ،پلاک 75
7165983446",,,,,,,"آدرس 1(پستی) : شیراز،  بلوار دلاوران بسیج،خیابان ابالفضل، کوچه 15 ،پلاک 75",,,,,,,7165983446,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محسن درخشنده فر,09021857582,No,,,,,,Business audience,Non-commercial audience,,,,,0,محسن,No,0,0,,,محسن درخشنده فر,09021857582,,No,,,,,,,,,,,آقا,,0
,محسن عسگری نشاط,,,0,"09192645178, 09107535723",,"آدرس 1 : تهران، خیابان دماوند ،خیابان سازمان آّب،کوچه صنعت،پ 44 ،داخل کارخانه آزمایش مرکز تیونینگ خودرو",,,,,,,"آدرس 1 : تهران، خیابان دماوند ،خیابان سازمان آّب،کوچه صنعت،پ 44 ،داخل کارخانه آزمایش مرکز تیونینگ خودرو",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محسن عسگری نشاط,"09192645178, 09107535723",No,,,,,,Business audience,Non-commercial audience,,,,,0,محسن,No,0,0,,,محسن عسگری نشاط,"09192645178, 09107535723",,No,,,,,,,,,,,آقا,,0
,محسن قاسمی,,,0,09356664614,,"آدرس 1(پستی):تهران، بلوار دلاوران، خیابان والاییان، نرسیده به زین الدین، پلاک310
1439673543",,,,,,,"آدرس 1(پستی):تهران، بلوار دلاوران، خیابان والاییان، نرسیده به زین الدین، پلاک310",,,,,,,1439673543,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محسن قاسمی,09356664614,No,,,,,,Business audience,Non-commercial audience,,,,,0,محسن,No,0,0,,,محسن قاسمی,09356664614,,No,,,,,,,,,,,آقا,,0
,محسن محمدی قلعه تکی,,,0,09131703816,,"اصفهان-اصفهان-خیابان امام خمینی، 20 متر جلوتر از بانک صادرات استقلال، جنب تعمیرگاه آسیا
اصفهان, اصفهان",,اصفهان,,,,," اصفهان-اصفهان-خیابان امام خمینی، 20 متر جلوتر از بانک صادرات استقلال، جنب تعمیرگاه آسیا",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محسن محمدی قلعه تکی,09131703816,No,,,,,,Business audience,Non-commercial audience,,,این آدرس پستی میباشد,,0,محسن,No,0,0,,,محسن محمدی قلعه تکی,09131703816,,No,,,,,,,,,,,آقا,,0
,محسن میری,,,0,09171205053,,"آدرس 1(پستی) : شیراز، بلوار دکتر حسابی، کوچه 40، انتهای کوچه سمت چپ، صنایع چوب فوفل
7198643118",,,,,,,"آدرس 1(پستی) : شیراز، بلوار دکتر حسابی، کوچه 40، انتهای کوچه سمت چپ، صنایع چوب فوفل",,,,,,,7198643118,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محسن میری,09171205053,No,,,,,,Business audience,Non-commercial audience,,,,,0,محسن,No,0,0,,,محسن میری,09171205053,,No,,,,,,,,,,,آقا,,0
,محسن نجاری,,,0,09187626314,,"آدرس 1(پستی) : تهران، خیابان نامجو، کوچه شفق، پلاک 16، واحد 5
1346913588",,,,,,,"آدرس 1(پستی) : تهران، خیابان نامجو، کوچه شفق، پلاک 16، واحد 5",,,,,,,1346913588,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محسن نجاری,09187626314,No,,,,,,Business audience,Non-commercial audience,,,,,0,محسن,No,0,0,,,محسن نجاری,09187626314,,No,,,,,,,,,,,آقا,,0
,محسنی,,کیش خودرو,02122746823,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02122705090,0,کیش خودرو,, محسنی,,,No,,,,,,,,,,,آقا,,0
,محسنی,,,0,09122333014,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محسنی,09122333014,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محسنی,09122333014,,No,,,,,,,,,,,آقا,,0
,محمد ابراهیم میر جلیلی,,سنگ بری دماوند,0,,,"تهران-آدرس 1 : جاده قدیم قم ، روبروی پالایشگاه ، شهر سنگ ، خیابان چهارم
تهران, تهران",,تهران,,,,," تهران-آدرس 1 : جاده قدیم قم ، روبروی پالایشگاه ، شهر سنگ ، خیابان چهارم",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,محمد ابراهیم,No,0,0,سنگ بری دماوند,,محمد ابراهیم میر جلیلی,09140711202,,No,,,,,,,,,,,آقا,,0
,محمد احمدی,,,0,09127853133,,"آدرس 1 : قزوین ، سه راه شهر صنعتی البرز فلکه ی اول به سمت قزوین بعد از شرکت نیرو محرکه پخش داروی هجرت باغ باقر آبادی",,,,,,,"آدرس 1 : قزوین ، سه راه شهر صنعتی البرز فلکه ی اول به سمت قزوین بعد از شرکت نیرو محرکه پخش داروی هجرت باغ باقر آبادی",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد احمدی,09127853133,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد احمدی,09127853133,,No,,,,,,,,,,,آقا,,0
,محمد اسماعیل قائم جو,,,0,09124237010,,"آدرس 1(پستی) : تهران، خیابان رجایی، نرسیده به باقر شهر، شهر سنگ، کوچه دوم، پلاک 29
1815135639",,,,,,,"آدرس 1(پستی) : تهران، خیابان رجایی، نرسیده به باقر شهر، شهر سنگ، کوچه دوم، پلاک 29",,,,,,,1815135639,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد اسماعیل قائم جو,09124237010,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد اسماعیل,No,0,0,,,محمد اسماعیل قائم جو,09124237010,,No,,,,,,,,,,,آقا,,0
,محمد افضل زاده,,,0,09191007705,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد افضل زاده,09191007705,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد افضل زاده,09191007705,,No,,,,,,,,,,,آقا,,0
,محمد اقبال پور,,,0,09122335589,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد اقبال پور,09122335589,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد اقبال پور,09122335589,,No,,,,,,,,,,,آقا,,0
,محمد امین جهانگیری,,,0,09131180739,,"اصفهان-اصفهان-
اصفهان, اصفهان",,اصفهان,,,,, اصفهان-اصفهان-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد امین  جهانگیری ,09131180739,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد امین ,No,0,0,,,محمد امین  جهانگیری ,09131180739,,No,,,,,,,,,,,آقا,,0
,محمد بهرامی,,,02188652174,09123024495,,"تهران-خیابان ولیعصر ، بالاتر از پارک ساعی ، بن بست گل ، شماره 1/1139 ، ساختمان گل ، طبقه چهارم ، واحد 406 
تهران, تهران",,تهران,,,,," تهران-خیابان ولیعصر ، بالاتر از پارک ساعی ، بن بست گل ، شماره 1/1139 ، ساختمان گل ، طبقه چهارم ، واحد 406 ",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد بهرامی,09123024495,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,02188652182,0,,,محمد بهرامی,09123024495,,No,,,,,,,,,,,آقا,,0
,محمد بهرامی,,,02188652174,09123024495,,"خیابان ولیعصر ، بالاتر از پارک ساعی ، بن بست گل ، شماره 1/1139 ، ساختمان گل ، طبقه چهارم ، واحد 406",,,,,,,"خیابان ولیعصر ، بالاتر از پارک ساعی ، بن بست گل ، شماره 1/1139 ، ساختمان گل ، طبقه چهارم ، واحد 406 ",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد بهرامی,09123024495,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,02188652182,0,,,محمد بهرامی,09123024495,,No,,,,,,,,,,,آقا,,0
,محمد پور,,لاک طلائی خراسان,05135413030,09155172893,,"خراسان رضوی-مشهد-شهرک صنعتی طوس، فاز 2، اندیشه 3، دانش 2، پلاک 684 
مشهد, خراسان رضوی 9185113111",,مشهد,,,,," خراسان رضوی-مشهد-شهرک صنعتی طوس، فاز 2، اندیشه 3، دانش 2، پلاک 684 ",,,,,,,9185113111,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,لاک طلائی خراسان,, محمد پور,,,No,,,,,,,,,,,آقا,,0
,محمد پور,,,02188379046,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد پور,,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمد پور,,,No,,,,,,,,,,,آقا,,0
,محمد پور-شیراز,,,0,09375283692,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد پور-شیراز,09375283692,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, محمد پور-شیراز,09375283692,,No,,,,,,,,,,,آقا,,0
,محمد تقی آقا کوچکی,,,0,09138778864,,"آدرس 1( پستی) : اصفهان، خمینی شهر، بلوار منتظری
8419848981",,,,,,,"آدرس 1( پستی) : اصفهان، خمینی شهر، بلوار منتظری",,,,,,,8419848981,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد تقی آقا کوچکی,09138778864,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد تقی,No,0,0,,,محمد تقی آقا کوچکی,09138778864,,No,,,,,,,,,,,آقا,,0
,محمد تهرانی,,,0,09373918419,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد  تهرانی,09373918419,No,,,,,,Business audience,Non-commercial audience,,,تعمیرات قفل چمدان خانم ابراهیمی با اینجا انجام شد,,0,محمد,No,0,0,,,محمد  تهرانی,09373918419,,No,,,,,,,,,,,آقا,,0
,محمد جعفری,,,0,09102119531,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد جعفری,09102119531,No,,,,,,Business audience,Non-commercial audience,,,کارمند سابق شرکت,,0,محمد,No,0,0,,,محمد جعفری,09102119531,,No,,,,,,,,,,,آقا,,0
,محمد جهانگیری,,,03113317532,09138280507,,"اصفهان-اصفهان-آدرس 1 : اصفهان، خیابان امام خمینی، کوچه فروردین، پلاک 49
اصفهان, اصفهان",,اصفهان,,,,," اصفهان-اصفهان-آدرس 1 : اصفهان، خیابان امام خمینی، کوچه فروردین، پلاک 49",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد جهانگیری,09138280507,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد جهانگیری,09138280507,,No,,,,,,,,,,,آقا,,0
,محمد جواد نوری نژاد,,,0,09125049022,,"آدرس 1 (پستی) : تهران ، مطهری، خیابان میر عماد، کوچه دوم، پلاک 7، واحد 2
1587985513",,,,,,,"آدرس 1 (پستی) : تهران ، مطهری، خیابان میر عماد، کوچه دوم، پلاک 7، واحد 2",,,,,,,1587985513,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد جواد نوری نژاد,09125049022,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد جواد,No,0,0,,,محمد جواد نوری نژاد,09125049022,,No,,,,,,,,,,,آقا,,0
,محمد حسین آقا جانزاده مقری,,,02177930031,09123142485,,"تهران-نارمک، هفت حوض، گلبرگ شرقی، بعد از تقاطع دردشت و اتوبان باقری، مجتمع تجاری گلبرگ، ورودی غربی، طبقه دوم، واحد 42
تهران, تهران",,تهران,,,,," تهران-نارمک، هفت حوض، گلبرگ شرقی، بعد از تقاطع دردشت و اتوبان باقری، مجتمع تجاری گلبرگ، ورودی غربی، طبقه دوم، واحد 42",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد حسین  آقا جانزاده مقری,09123142485,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد حسین,No,02177903409,0,,,محمد حسین  آقا جانزاده مقری,09123142485,,No,,,,,,,,,,,آقا,,02177930032
,محمد حسین امامی راد,,,0,09359072386,,"آدرس 1(پستی) : شیراز، میدان نمازی، دانشگاه شیراز، دانشکده مهندسی  [ ]  آدرس 2 : باربری فارس:خیابان شوش، خیابان غار، میدان هرندی تلفن 55186921
7134851154",,,,,,,"آدرس 1(پستی) : شیراز، میدان نمازی، دانشگاه شیراز، دانشکده مهندسی  [ ]  آدرس 2 : باربری فارس:خیابان شوش، خیابان غار، میدان هرندی تلفن 55186921",,,,,,,7134851154,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد حسین امامی راد,09359072386,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد حسین,No,0,0,,,محمد حسین امامی راد,09359072386,,No,,,,,,,,,,,آقا,,0
,محمد حسین فتوحی,,,0,09375439190,,"آدرس 1 (پستی) : خوزستان، اهواز، خیابان زند، خیابان ظفر پور، خیابان دهبان، پلاک 64
6195863438",,,,,,,"آدرس 1 (پستی) : خوزستان، اهواز، خیابان زند، خیابان ظفر پور، خیابان دهبان، پلاک 64",,,,,,,6195863438,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد حسین فتوحی,09375439190,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد حسین,No,0,0,,,محمد حسین فتوحی,09375439190,,No,,,,,,,,,,,آقا,,0
,محمد حسینی,,,02122217962,,,"فارس-شیراز-
شیراز, فارس",,شیراز,,,,, فارس-شیراز-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد حسینی,,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد حسینی,,,No,,,,,,,,,,,آقا,,0
,محمد حسینی,,,02122217962,,,"فارس-شیراز-
شیراز, فارس",,شیراز,,,,, فارس-شیراز-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد حسینی,,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد حسینی,,,No,,,,,,,,,,,آقا,,0
,محمد حسینی,,,02122217962,,,"فارس-فسا-
فسا, فارس",,فسا,,,,, فارس-فسا-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد حسینی,,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد حسینی,,,No,,,,,,,,,,,آقا,,0
,محمد حسینی,,,02122217962,,,"فارس-شیراز-
شیراز, فارس",,شیراز,,,,, فارس-شیراز-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد حسینی,,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد حسینی,,,No,,,,,,,,,,,آقا,,0
,محمد راکعی,,,0,09121259030,,"آدرس 1 : تهران، شمس آباد، بلوار آزادی، نبش کوچه، پلاک 4
1998619918",,,,,,,"آدرس 1 : تهران، شمس آباد، بلوار آزادی، نبش کوچه، پلاک 4",,,,,,,1998619918,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد راکعی,09121259030,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد راکعی,09121259030,,No,,,,,,,,,,,آقا,,0
,محمد رضا افراشته مقدم,,,02122578030,"09121246143, 09121217509",,"تهران-آدرس 1 : تهران، صیاد شیرازی شمال، بعد از همت، عیوض توحیدی, پلاک 114
تهران, تهران 1987843853",,تهران,,,,," تهران-آدرس 1 : تهران، صیاد شیرازی شمال، بعد از همت، عیوض توحیدی, پلاک 114",,,,,,,1987843853,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد رضا افراشته مقدم,"09121246143, 09121217509",No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد رضا,No,0,0,,,محمد رضا افراشته مقدم,"09121246143, 09121217509",,No,,,,,,,,,,,آقا,,0
,محمد رضا بابائی زاچ,,,0,09131586830,,"آدرس 1 (پستی) : یزد، زارچ، خیابان امام خمینی، روبروی اداره آموزش وپرورش، پلاک77
8941847749",,,,,,,"آدرس 1 (پستی) : یزد، زارچ، خیابان امام خمینی، روبروی اداره آموزش وپرورش، پلاک77",,,,,,,8941847749,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد رضا بابائی زاچ,09131586830,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد رضا,No,0,0,,,محمد رضا بابائی زاچ,09131586830,,No,,,,,,,,,,,آقا,,0
,محمد رضا بقولی زاده,,,0,"09300031700, 09131031700",,"اصفهان-اصفهان-آدرس 1 : اصفهان، خیابان جابر انصاری، کوچه شهید اصغری،پلاک 25، واحد 2
اصفهان, اصفهان 8139865367",,اصفهان,,,,," اصفهان-اصفهان-آدرس 1 : اصفهان، خیابان جابر انصاری، کوچه شهید اصغری،پلاک 25، واحد 2",,,,,,,8139865367,,Default Value,,,,,,,,,,,,,,,,جناب آقای محمد رضا بقولی زاده,"09300031700, 09131031700",No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد رضا,No,0,0,,,محمد رضا بقولی زاده,"09300031700, 09131031700",,No,,,,,,,,,,,آقا,,0
,محمد رضا قربانی,,,04133300156,09141156158,,"آدرس 1(پستی) : تبریز، دروازه تهران، سه راهی ولیعصر، نرسیده به پمپ بنزین، جنب بانک شهر، پخش رنگ قربانی
5167647613",,,,,,,"آدرس 1(پستی) : تبریز، دروازه تهران، سه راهی ولیعصر، نرسیده به پمپ بنزین، جنب بانک شهر، پخش رنگ قربانی",,,,,,,5167647613,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد رضا قربانی,09141156158,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد رضا,No,0,0,,,محمد رضا قربانی,09141156158,,No,,,,,,,,,,,آقا,,0
,محمد سجاد اکبری نیا,,,0,09120609676,,"یزد-یزد-آدرس 1 : یزد، تفت،  خیابان مبارکه , جنب یزد منگنه
یزد, یزد 8991793535",,یزد,,,,," یزد-یزد-آدرس 1 : یزد، تفت،  خیابان مبارکه , جنب یزد منگنه",,,,,,,8991793535,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد سجاد اکبری نیا,09120609676,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد سجاد,No,0,0,,,محمد سجاد اکبری نیا,09120609676,,No,,,,,,,,,,,آقا,,0
,محمد شرافت پور,,,06142558359,09356318906,,"آدرس 1 (پستی) : خوزستان، دزفول، فرهنگ شهر، خیابان فرهنگ 12 شرقی، پلاک 328
6461897970",,,,,,,"آدرس 1 (پستی) : خوزستان، دزفول، فرهنگ شهر، خیابان فرهنگ 12 شرقی، پلاک 328",,,,,,,6461897970,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد شرافت پور,09356318906,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد,No,0,0,,,محمد شرافت پور,09356318906,,No,,,,,,,,,,,آقا,,0
,محمد شریف تیزپا,,,0,,,"آدرس 1(پستی) : هرمزگان، بندرعباس، سراه سازمان، به طرف خور، فروشگاه الماس
7918897696",,,,,,,"آدرس 1(پستی) : هرمزگان، بندرعباس، سراه سازمان، به طرف خور، فروشگاه الماس",,,,,,,7918897696,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد شریف تیزپا,,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد شریف,No,0,0,,,محمد شریف تیزپا,,,No,,,,,,,,,,,آقا,,0
,محمد صادق دیا حسین,,,0,09163150495,,"آدرس 1 (پستی): خوزستان، اهواز، گلستان ، کوی سعدی، خیابان کارون شرقی، پلاک 89
6136676367",,,,,,,"آدرس 1 (پستی): خوزستان، اهواز، گلستان ، کوی سعدی، خیابان کارون شرقی، پلاک 89",,,,,,,6136676367,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد صادق دیا حسین,09163150495,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد صادق,No,0,0,,,محمد صادق دیا حسین,09163150495,,No,,,,,,,,,,,آقا,,0
,محمد صادق کرایی,,,0,,,"آدرس 1(پستی) : شیراز، بلوار سیبویه، خیابان شاه دایی الله، خیابان مردانی، منزل دوم طبقه روبروی نانوایی(عابر بانک)
7164938171",,,,,,,"آدرس 1(پستی) : شیراز، بلوار سیبویه، خیابان شاه دایی الله، خیابان مردانی، منزل دوم طبقه روبروی نانوایی(عابر بانک)",,,,,,,7164938171,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم محمد صادق کرایی,,No,,,,,,Business audience,Non-commercial audience,,,,,0,محمد صادق,No,0,0,,,محمد صادق کرایی,,,No,,,,,,,,,,,آقا,,0
,محمد عالی پور,,یشم,02188065665,"09123763704, 09121910217, 09121910481, 09127393711",,"تهران-یوسف آباد، خیابان جمال الدین اسد آبادی، کوچه 65، پلاک 12، واحد 1
تهران, تهران 1578834418",,تهران,,,,," تهران-یوسف آباد، خیابان جمال الدین اسد آبادی، کوچه 65، پلاک 12، واحد 1",,,,,,,1578834418,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021036770415,محمد,No,02188213965,0,یشم,,محمد عالی پور,,,No,,,,,,,,,,,آقا,,02136770416
